Adj Close,Close,Close,Close,Close,Close,High,High,High,High,High,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume
AAPL,AAPL,AMZN,GOOG,META,NFLX,AAPL,AMZN,GOOG,META,NFLX,AAPL,AMZN,GOOG,META,NFLX,AAPL,AMZN,GOOG,META,NFLX,AAPL,AMZN,GOOG,META,NFLX
,,221.51499938964844,245.9499969482422,743.8499755859375,1201.8948974609375,,221.8000030517578,246.13999938964844,744.6500244140625,1206.31005859375,,220.9199981689453,244.66720581054688,742.75,1201.5,,221.77999877929688,245.89999389648438,744.1099853515625,1206.2850341796875,,1824169,1447095,500908,150507
,,221.74000549316406,243.72999572753906,742.8900146484375,1201.22998046875,,222.02999877929688,246.0,744.0599975585938,1203.300048828125,,221.29200744628906,243.61000061035156,742.0999145507812,1200.0,,221.514404296875,245.9600067138672,743.8150024414062,1201.280029296875,,1932344,1603609,438467,171004
,,222.1699981689453,244.3800048828125,743.4400024414062,1206.31005859375,,222.52999877929688,244.5399932861328,744.5900268554688,1206.4300537109375,,221.66000366210938,243.1999969482422,739.1500244140625,1199.875,,221.73939514160156,243.72999572753906,742.9099731445312,1201.1500244140625,,12119107,1911076,1072452,231047
,,218.91000366210938,240.52499389648438,729.1849975585938,1183.02001953125,,222.0800018310547,243.0,740.4749755859375,1204.300048828125,,217.88999938964844,239.57069396972656,726.2999877929688,1178.0,,222.0,243.0,740.0,1204.0,,8368186,4050751,2579030,800232
,,218.7449951171875,240.22999572753906,732.6099853515625,1188.25,,219.74000549316406,242.00999450683594,735.409912109375,1190.3699951171875,,218.625,240.0,728.2100219726562,1179.875,,218.91000366210938,240.5399932861328,729.1400146484375,1182.970947265625,,3893057,1612529,1134276,253120
,,219.3300018310547,241.83999633789062,734.1900024414062,1188.7249755859375,,219.5399932861328,242.22999572753906,735.6799926757812,1192.8499755859375,,218.6300048828125,240.02000427246094,732.400390625,1187.0899658203125,,218.73500061035156,240.22000122070312,732.4400024414062,1188.4200439453125,,2497936,1214548,860168,139930
,,219.25999450683594,241.57000732421875,728.3499755859375,1186.1500244140625,,219.5399932861328,242.44000244140625,734.4199829101562,1190.85986328125,,218.69500732421875,241.22000122070312,727.5700073242188,1184.199951171875,,219.3300018310547,241.8699951171875,734.2625122070312,1188.969970703125,,2002183,1006183,729726,165099
,,219.24949645996094,241.69000244140625,731.0,1191.6650390625,,219.30999755859375,242.02000427246094,732.77001953125,1192.719970703125,,218.6699981689453,241.25999450683594,727.8099975585938,1184.9000244140625,,219.25,241.55999755859375,728.25,1185.7200927734375,,1935636,725820,586561,123599
,,219.5968017578125,243.07000732421875,733.4000244140625,1195.239990234375,,219.61500549316406,243.14979553222656,733.6099853515625,1195.25,,219.02499389648438,241.6300048828125,730.5800170898438,1189.4300537109375,,219.22000122070312,241.69000244140625,731.0399780273438,1191.8299560546875,,2072056,881911,616402,221456
,,219.55999755859375,243.5500030517578,734.6199951171875,1199.030029296875,,220.19000244140625,243.6750030517578,737.1199951171875,1199.739990234375,,219.2899932861328,242.86000061035156,731.8250122070312,1193.5001220703125,,219.59500122070312,243.0399932861328,733.3300170898438,1195.0400390625,,3220628,1234361,1462520,304696
,,219.42999267578125,241.38999938964844,715.52001953125,1176.47998046875,,220.1999969482422,242.35940551757812,721.8499145507812,1178.4749755859375,,216.97999572753906,239.1999969482422,710.2000122070312,1163.2099609375,,217.0,240.0,720.0,1168.0,,7551407,3209773,4819283,770808
,,219.2386932373047,241.42999267578125,715.3599853515625,1168.3800048828125,,219.97000122070312,241.77000427246094,717.239990234375,1179.0,,218.88999938964844,240.5,713.6528930664062,1165.300048828125,,219.4405975341797,241.4199981689453,715.5800170898438,1177.2950439453125,,3122450,4217990,1607536,391377
,,221.14999389648438,243.7899932861328,717.875,1168.4000244140625,,221.49000549316406,244.1199951171875,718.239990234375,1170.9898681640625,,219.24000549316406,241.4149932861328,712.7000122070312,1167.0,,219.25,241.42999267578125,715.39501953125,1168.5150146484375,,3695768,0,1616771,266844
,,221.5399932861328,244.77999877929688,721.1199951171875,1175.2950439453125,,222.05499267578125,244.9499969482422,721.25,1176.0,,220.86000061035156,243.8300018310547,717.0750122070312,1168.0999755859375,,221.16000366210938,243.8300018310547,717.8699951171875,1168.0999755859375,,2567744,1183075,1024939,214963
,,221.9600067138672,245.67999267578125,718.780029296875,1175.4000244140625,,222.14999389648438,245.74000549316406,721.4000244140625,1177.2099609375,,221.30999755859375,243.89999389648438,716.8300170898438,1171.4599609375,,221.5399932861328,244.77000427246094,721.0599975585938,1174.91015625,,10884248,5133547,6169554,1222900
,,220.875,246.7100067138672,719.2999877929688,1170.510009765625,,222.0399932861328,246.77000427246094,721.2750244140625,1176.2850341796875,,220.72000122070312,245.5749969482422,717.6500244140625,1170.010009765625,,221.9550018310547,245.69000244140625,718.719970703125,1175.4139404296875,,3702188,3106851,1428818,345493
,,220.60000610351562,245.5399932861328,717.3300170898438,1170.8900146484375,,220.8800048828125,247.14999389648438,719.530029296875,1171.8199462890625,,219.93099975585938,245.3300018310547,716.380126953125,1166.6400146484375,,220.8800048828125,246.6999969482422,719.3162841796875,1170.7900390625,,4067006,4218979,1648270,491709
,,220.69009399414062,246.0,721.9099731445312,1141.0350341796875,,221.22999572753906,247.63499450683594,727.77001953125,1161.5849609375,,218.94900512695312,244.72999572753906,720.1500244140625,1134.0,,220.9499969482422,245.63999938964844,722.625,1161.3800048828125,,10966738,3934946,3508021,1856805
,,220.52999877929688,244.53399658203125,719.9000244140625,1153.6400146484375,,220.83999633789062,246.5019989013672,722.9400024414062,1153.7950439453125,,219.8800048828125,243.10499572753906,718.9838256835938,1135.699951171875,,220.69500732421875,246.0050048828125,722.0,1140.655029296875,,4717217,3536663,1320266,823368
,,222.2899932861328,244.50999450683594,720.7100219726562,1155.010009765625,,222.35499572753906,245.3350067138672,721.1199951171875,1159.8900146484375,,220.32000732421875,244.27000427246094,718.1400146484375,1153.1600341796875,,220.5,244.50999450683594,719.7100219726562,1154.0,,4589890,1435349,1033010,546902
,,221.97000122070312,244.22000122070312,722.614990234375,1155.541259765625,,222.3997039794922,244.82000732421875,722.614990234375,1157.83984375,,221.8699951171875,244.19000244140625,720.2296142578125,1153.0,,222.27999877929688,244.5050048828125,720.8099975585938,1155.0999755859375,,1821210,501581,328428,111998
