Price,Close,Close,Close,Close,Close,High,High,High,High,High,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume
Ticker,AAPL,AMZN,GOOG,META,NFLX,AAPL,AMZN,GOOG,META,NFLX,AAPL,AMZN,GOOG,META,NFLX,AAPL,AMZN,GOOG,META,NFLX,AAPL,AMZN,GOOG,META,NFLX
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-03 13:30:00,257.8500061035156,223.49000549316406,242.91000366210938,718.510009765625,1151.2349853515625,259.0400085449219,224.1999969482422,246.2440948486328,731.0,1168.0,253.9600067138672,222.38009643554688,242.47000122070312,715.8499755859375,1150.0,254.6649932861328,223.42999267578125,245.24000549316406,729.489990234375,1165.280029296875,16311886,9921437,4349173,4319154,738766
2025-10-03 14:30:00,258.510009765625,222.5863037109375,245.2100067138672,719.8200073242188,1155.545654296875,258.739990234375,223.64300537109375,245.24000549316406,720.6900024414062,1157.5,257.5199890136719,222.43499755859375,242.72999572753906,718.0800170898438,1143.219970703125,257.8599853515625,223.47000122070312,242.89999389648438,718.5,1151.300048828125,4452948,4115066,1970591,1590767,550198
2025-10-03 15:30:00,258.5487060546875,222.1800994873047,246.4600067138672,719.8200073242188,1157.66015625,259.239990234375,223.0399932861328,246.60989379882812,720.1799926757812,1162.1600341796875,258.2571105957031,222.11000061035156,244.22999572753906,715.0399780273438,1155.24755859375,258.4930114746094,222.5850067138672,245.22999572753906,719.7100219726562,1155.6175537109375,4828730,4085219,2097660,2010443,322033
2025-10-03 16:30:00,258.30999755859375,220.38999938964844,245.94000244140625,714.8400268554688,1155.1600341796875,258.92999267578125,222.4152069091797,247.11770629882812,720.010009765625,1159.9898681640625,258.1199951171875,220.3800048828125,244.6300048828125,714.4199829101562,1154.530029296875,258.5400085449219,222.18850708007812,246.47950744628906,719.8195190429688,1157.81005859375,3408741,5260872,1802351,1541721,211062
2025-10-03 17:30:00,258.3699951171875,220.21310424804688,246.22999572753906,714.2999877929688,1155.0050048828125,258.5899963378906,220.6649932861328,246.47000122070312,715.9199829101562,1157.4000244140625,256.9599914550781,219.7989959716797,245.41000366210938,712.5,1151.748046875,258.29998779296875,220.3800048828125,245.92999267578125,714.8800048828125,1155.3299560546875,5459239,5025793,1730432,1518033,223111
2025-10-03 18:30:00,257.9200134277344,219.64999389648438,245.28500366210938,714.10498046875,1152.1300048828125,258.5849914550781,220.27999877929688,246.32989501953125,716.0399780273438,1158.0,257.8500061035156,219.47999572753906,244.9600067138672,713.1799926757812,1152.1300048828125,258.3699951171875,220.24000549316406,246.22999572753906,714.280029296875,1155.0,3050327,4856126,1345515,1368948,268000
2025-10-03 19:30:00,258.0150146484375,219.49000549316406,246.4499969482422,710.4099731445312,1153.3199462890625,258.260009765625,219.97500610351562,246.60000610351562,715.25,1154.0,257.40350341796875,219.33999633789062,245.13999938964844,710.1799926757812,1151.300048828125,257.9200134277344,219.66000366210938,245.27999877929688,714.135009765625,1152.010009765625,4468054,4725203,2861175,2031619,283459
2025-10-06 13:30:00,257.7799987792969,218.3300018310547,246.09800720214844,700.93359375,1151.8699951171875,259.07000732421875,220.9199981689453,249.66000366210938,706.6199951171875,1162.1199951171875,255.0500030517578,216.02999877929688,245.69000244140625,690.6599731445312,1150.5,257.94500732421875,220.9199981689453,246.13999938964844,705.0,1160.3699951171875,11669158,13078703,4373843,7964634,551078
