Close,Close,Close,Close,Close,High,High,High,High,High,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume
AAPL,AMZN,GOOG,META,NFLX,AAPL,AMZN,GOOG,META,NFLX,AAPL,AMZN,GOOG,META,NFLX,AAPL,AMZN,GOOG,META,NFLX,AAPL,AMZN,GOOG,META,NFLX
253.66000366210938,221.36129760742188,248.57000732421875,747.2899780273438,1208.2099609375,254.07000732421875,221.6002960205078,248.8699951171875,749.603271484375,1214.5999755859375,253.1199951171875,220.58009338378906,248.1820068359375,744.6400146484375,1207.47998046875,253.4665069580078,220.7100067138672,248.30999755859375,746.3200073242188,1212.0,2275242,1914981,866075,514270,149648
253.39999389648438,221.77000427246094,245.906005859375,744.14501953125,1205.81005859375,253.7799072265625,221.8300018310547,248.72000122070312,748.2232055664062,1209.510009765625,253.2100067138672,220.61000061035156,245.16000366210938,743.8800048828125,1202.905029296875,253.6699981689453,221.35000610351562,248.56500244140625,747.239990234375,1208.0400390625,1744854,2992178,1947695,417676,122398
254.57000732421875,221.51499938964844,245.9499969482422,743.8499755859375,1201.8948974609375,254.61500549316406,221.8000030517578,246.13999938964844,744.6500244140625,1206.31005859375,253.1300048828125,220.9199981689453,244.66720581054688,742.75,1201.5,253.38999938964844,221.77999877929688,245.89999389648438,744.1099853515625,1206.2850341796875,2297052,1824169,1447095,500908,150507
253.99000549316406,221.74000549316406,243.72999572753906,742.8900146484375,1201.22998046875,254.60000610351562,222.02999877929688,246.0,744.0599975585938,1203.300048828125,253.61000061035156,221.29200744628906,243.61000061035156,742.0999145507812,1200.0,254.57000732421875,221.514404296875,245.9600067138672,743.8150024414062,1201.280029296875,2057798,1932344,1603609,438467,171004
254.35000610351562,222.1699981689453,244.3800048828125,743.4400024414062,1206.31005859375,254.8300018310547,222.52999877929688,244.5399932861328,744.5900268554688,1206.4300537109375,253.94000244140625,221.66000366210938,243.1999969482422,739.1500244140625,1199.875,253.99000549316406,221.73939514160156,243.72999572753906,742.9099731445312,1201.1500244140625,2513071,12119107,1911076,1072452,231047
254.88619995117188,218.91000366210938,240.52499389648438,729.1849975585938,1183.02001953125,255.91900634765625,222.0800018310547,243.0,740.4749755859375,1204.300048828125,253.9600067138672,217.88999938964844,239.57069396972656,726.2999877929688,1178.0,255.0,222.0,243.0,740.0,1204.0,5093340,8368186,4050751,2579030,800232
254.22000122070312,218.7449951171875,240.22999572753906,732.6099853515625,1188.25,255.6750030517578,219.74000549316406,242.00999450683594,735.409912109375,1190.3699951171875,253.82009887695312,218.625,240.0,728.2100219726562,1179.875,254.91000366210938,218.91000366210938,240.5399932861328,729.1400146484375,1182.970947265625,2465164,3893057,1612529,1134276,253120
254.53509521484375,219.3300018310547,241.83999633789062,734.1900024414062,1188.7249755859375,254.97000122070312,219.5399932861328,242.22999572753906,735.6799926757812,1192.8499755859375,254.16009521484375,218.6300048828125,240.02000427246094,732.400390625,1187.0899658203125,254.2100067138672,218.73500061035156,240.22000122070312,732.4400024414062,1188.4200439453125,1531480,2497936,1214548,860168,139930
253.73500061035156,219.25999450683594,241.57000732421875,728.3499755859375,1186.1500244140625,254.6699981689453,219.5399932861328,242.44000244140625,734.4199829101562,1190.85986328125,253.31170654296875,218.69500732421875,241.22000122070312,727.5700073242188,1184.199951171875,254.55059814453125,219.3300018310547,241.8699951171875,734.2625122070312,1188.969970703125,1623333,2002183,1006183,729726,165099
253.33999633789062,219.24949645996094,241.69000244140625,731.0,1191.6650390625,253.99000549316406,219.30999755859375,242.02000427246094,732.77001953125,1192.719970703125,253.11000061035156,218.6699981689453,241.25999450683594,727.8099975585938,1184.9000244140625,253.75999450683594,219.25,241.55999755859375,728.25,1185.7200927734375,1664288,1935636,725820,586561,123599
253.9499969482422,219.5968017578125,243.07000732421875,733.4000244140625,1195.239990234375,254.24000549316406,219.61500549316406,243.14979553222656,733.6099853515625,1195.25,253.27099609375,219.02499389648438,241.6300048828125,730.5800170898438,1189.4300537109375,253.33999633789062,219.22000122070312,241.69000244140625,731.0399780273438,1191.8299560546875,2061307,2072056,881911,616402,221456
254.55999755859375,219.55999755859375,243.5500030517578,734.6199951171875,1199.030029296875,255.17999267578125,220.19000244140625,243.6750030517578,737.1199951171875,1199.739990234375,253.80999755859375,219.2899932861328,242.86000061035156,731.8250122070312,1193.5001220703125,253.9600067138672,219.59500122070312,243.0399932861328,733.3300170898438,1195.0400390625,3030681,3220628,1234361,1462520,304696
256.1614074707031,219.42999267578125,241.38999938964844,715.52001953125,1176.47998046875,258.7900085449219,220.1999969482422,242.35940551757812,721.8499145507812,1178.4749755859375,255.0500030517578,216.97999572753906,239.1999969482422,710.2000122070312,1163.2099609375,255.25,217.0,240.0,720.0,1168.0,9677443,7551407,3209773,4819283,770808
255.52450561523438,219.2386932373047,241.42999267578125,715.3599853515625,1168.3800048828125,256.2590026855469,219.97000122070312,241.77000427246094,717.239990234375,1179.0,255.10000610351562,218.88999938964844,240.5,713.6528930664062,1165.300048828125,256.17999267578125,219.4405975341797,241.4199981689453,715.5800170898438,1177.2950439453125,2972074,3122450,4217990,1607536,391377
256.1600036621094,221.14999389648438,243.7899932861328,717.875,1168.4000244140625,256.9200134277344,221.49000549316406,244.1199951171875,718.239990234375,1170.9898681640625,255.50999450683594,219.24000549316406,241.4149932861328,712.7000122070312,1167.0,255.5301055908203,219.25,241.42999267578125,715.39501953125,1168.5150146484375,2338742,3695768,0,1616771,266844
256.1404113769531,221.5399932861328,244.77999877929688,721.1199951171875,1175.2950439453125,256.8298034667969,222.05499267578125,244.9499969482422,721.25,1176.0,255.85499572753906,220.86000061035156,243.8300018310547,717.0750122070312,1168.0999755859375,256.1636047363281,221.16000366210938,243.8300018310547,717.8699951171875,1168.0999755859375,1826687,2567744,1183075,1024939,214963
256.4849853515625,221.9600067138672,245.67999267578125,718.780029296875,1175.4000244140625,256.6859130859375,222.14999389648438,245.74000549316406,721.4000244140625,1177.2099609375,256.05999755859375,221.30999755859375,243.89999389648438,716.8300170898438,1171.4599609375,256.1650085449219,221.5399932861328,244.77000427246094,721.0599975585938,1174.91015625,10115926,10884248,5133547,6169554,1222900
255.94000244140625,220.875,246.7100067138672,719.2999877929688,1170.510009765625,256.94000244140625,222.0399932861328,246.77000427246094,721.2750244140625,1176.2850341796875,255.8699951171875,220.72000122070312,245.5749969482422,717.6500244140625,1170.010009765625,256.4800109863281,221.9550018310547,245.69000244140625,718.719970703125,1175.4139404296875,2751615,3702188,3106851,1428818,345493
255.41000366210938,220.60000610351562,245.5399932861328,717.3300170898438,1170.8900146484375,256.1400146484375,220.8800048828125,247.14999389648438,719.530029296875,1171.8199462890625,255.27999877929688,219.93099975585938,245.3300018310547,716.380126953125,1166.6400146484375,255.94000244140625,220.8800048828125,246.6999969482422,719.3162841796875,1170.7900390625,4879162,4067006,4218979,1648270,491709
256.2200927734375,220.69009399414062,246.0,721.9099731445312,1141.0350341796875,257.29998779296875,221.22999572753906,247.63499450683594,727.77001953125,1161.5849609375,254.14999389648438,218.94900512695312,244.72999572753906,720.1500244140625,1134.0,256.5899963378906,220.9499969482422,245.63999938964844,722.625,1161.3800048828125,11570169,10966738,3934946,3508021,1856805
257.1650085449219,220.52999877929688,244.53399658203125,719.9000244140625,1153.6400146484375,257.6400146484375,220.83999633789062,246.5019989013672,722.9400024414062,1153.7950439453125,255.97000122070312,219.8800048828125,243.10499572753906,718.9838256835938,1135.699951171875,256.2300109863281,220.69500732421875,246.0050048828125,722.0,1140.655029296875,4800305,4717217,3536663,1320266,823368
257.3450012207031,222.2899932861328,244.50999450683594,720.7100219726562,1155.010009765625,258.17999267578125,222.35499572753906,245.3350067138672,721.1199951171875,1159.8900146484375,256.72100830078125,220.32000732421875,244.27000427246094,718.1400146484375,1153.1600341796875,257.1499938964844,220.5,244.50999450683594,719.7100219726562,1154.0,4388406,4589890,1435349,1033010,546902
257.5299987792969,221.92999267578125,244.07000732421875,723.0001220703125,1157.2099609375,257.57000732421875,222.3997039794922,244.82000732421875,723.2999267578125,1157.83984375,257.1138916015625,221.8699951171875,244.00999450683594,720.2296142578125,1153.0,257.3450012207031,222.27999877929688,244.5050048828125,720.8099975585938,1155.0999755859375,1001936,1909044,568206,368628,125131
