Price,Adj Close,Close,Close,Close,Close,Close,High,High,High,High,High,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume
2025-10-10 15:30:00,,248.61000061035156,220.16000366210938,,716.2650146484375,1240.08642578125,249.6649932861328,221.38720703125,,717.0900268554688,1245.510009765625,247.75999450683594,219.47999572753906,,710.8001098632812,1233.4300537109375,249.0399932861328,220.2198944091797,,712.9099731445312,1234.10498046875,6989327,12530275,,2277858,415389
2025-10-10 16:30:00,,247.80999755859375,219.02000427246094,,712.1500244140625,1229.8411865234375,249.05999755859375,220.63999938964844,,717.672119140625,1242.613037109375,247.05999755859375,217.610107421875,,708.8800048828125,1227.02001953125,248.58999633789062,220.1300048828125,,716.2587890625,1240.0699462890625,4394995,6764811,,1517887,414700
2025-10-10 17:30:00,,247.16000366210938,218.61000061035156,,710.7974853515625,1226.6641845703125,248.57000732421875,219.67990112304688,,714.4099731445312,1233.75,247.0800018310547,218.5626983642578,,709.7150268554688,1225.06005859375,247.77000427246094,219.00999450683594,,712.0599975585938,1229.75,4882982,5011244,,1366838,304416
2025-10-10 18:30:00,,246.1649932861328,217.80299377441406,,709.469970703125,1226.65283203125,247.30999755859375,218.9600067138672,,712.969970703125,1229.3199462890625,245.81500244140625,217.61000061035156,,708.9199829101562,1223.3399658203125,247.13710021972656,218.63999938964844,,711.0,1226.5550537109375,5426839,5638185,,1243149,458893
2025-10-10 19:30:00,,245.27999877929688,216.17999267578125,,705.4299926757812,1220.0799560546875,246.99000549316406,218.02999877929688,,710.5599975585938,1227.0400390625,244.57000732421875,216.14999389648438,,704.6099853515625,1219.0999755859375,246.1699981689453,217.7899932861328,,709.4998168945312,1227.0400390625,8519891,9161418,,2353506,570564
2025-10-13 13:30:00,,246.37600708007812,220.11000061035156,,716.6500244140625,1227.360107421875,249.49000549316406,220.42999267578125,,719.9400024414062,1231.1199951171875,245.55999755859375,217.0399932861328,,707.6412963867188,1206.81005859375,249.3800048828125,217.6999969482422,,713.010009765625,1221.9300537109375,9359382,11916565,,3474259,591757
2025-10-13 14:30:00,,248.59030151367188,220.16000366210938,,713.8599853515625,1223.1650390625,248.65989685058594,220.5399932861328,,718.4149780273438,1230.9898681640625,246.22999572753906,218.69000244140625,,708.0800170898438,1219.27001953125,246.3699951171875,220.10000610351562,,716.64501953125,1227.3599853515625,5816790,5313426,,1424938,243480
2025-10-13 15:30:00,,249.17999267578125,220.1699981689453,,714.0999755859375,1224.1949462890625,249.6199951171875,220.6699981689453,,714.75,1226.25,248.36000061035156,219.89999389648438,,711.7100219726562,1220.300048828125,248.6199951171875,220.1697998046875,,714.0,1223.81005859375,3115587,3478186,,621689,187927
2025-10-13 16:30:00,,249.1042022705078,220.0500030517578,,713.135009765625,1220.2550048828125,249.68930053710938,220.58999633789062,,714.8900146484375,1224.989990234375,248.5500030517578,219.86050415039062,,712.1492919921875,1218.22998046875,249.1699981689453,220.1699981689453,,714.2100219726562,1223.27001953125,2298264,2850696,,478944,172973
2025-10-13 17:30:00,,249.1461944580078,220.52499389648438,,714.9605102539062,1219.2099609375,249.32000732421875,220.57000732421875,,715.489990234375,1222.094970703125,248.68800354003906,219.69009399414062,,712.10009765625,1218.1800537109375,249.08999633789062,220.0500030517578,,713.030029296875,1220.64501953125,2175748,2655303,,499360,178239
2025-10-13 18:30:00,,248.32000732421875,220.1199951171875,,714.625,1220.75,249.24000549316406,220.63999938964844,,715.469970703125,1221.9300537109375,248.1300048828125,219.8000030517578,,712.8400268554688,1216.56005859375,249.13999938964844,220.52499389648438,,714.9000244140625,1219.0899658203125,2310709,2489006,,561849,167378
2025-10-13 19:30:00,,247.58999633789062,220.0,,715.4810180664062,1218.6500244140625,248.58999633789062,220.55999755859375,,716.0,1223.113525390625,247.3300018310547,219.94000244140625,,713.9000244140625,1218.2000732421875,248.32000732421875,220.11000061035156,,714.5599975585938,1221.0550537109375,3786722,3852204,,1050982,268263
2025-10-14 13:30:00,,247.02000427246094,216.4250030517578,,709.8980102539062,1215.1099853515625,247.22999572753906,216.60000610351562,,710.989990234375,1215.4150390625,244.6999969482422,212.60000610351562,,699.3300170898438,1203.0999755859375,246.61500549316406,215.39999389648438,,708.0,1214.75,6901149,13903268,,2649450,595882
2025-10-14 14:30:00,,246.21400451660156,216.4949951171875,,710.8900146484375,1216.02001953125,247.74989318847656,217.06959533691406,,712.1373291015625,1222.3699951171875,246.1199951171875,215.97999572753906,,707.8499755859375,1213.363037109375,247.0,216.4250030517578,,709.8099975585938,1215.1300048828125,3292430,5601692,,744607,266233
2025-10-14 15:30:00,,247.38999938964844,218.3000030517578,,712.8699951171875,1222.760009765625,247.75,218.49989318847656,,715.5399780273438,1223.8900146484375,246.1699981689453,216.47000122070312,,710.7949829101562,1215.47998046875,246.22999572753906,216.4949951171875,,710.7949829101562,1216.9300537109375,2724013,3960722,,888374,203833
2025-10-14 16:30:00,,247.79800415039062,218.9199981689453,,714.0499877929688,1218.2650146484375,248.035400390625,219.32000732421875,,714.9450073242188,1224.2899169921875,247.38499450683594,218.0399932861328,,711.739990234375,1217.31005859375,247.38999938964844,218.2899932861328,,712.8599853515625,1223.8699951171875,2048766,3463725,,643456,163728
2025-10-14 17:30:00,,247.48500061035156,217.55999755859375,,711.2100219726562,1220.010009765625,247.82000732421875,219.05999755859375,,714.0599975585938,1222.4599609375,247.17999267578125,216.82000732421875,,710.2999877929688,1216.8599853515625,247.80999755859375,218.9250030517578,,714.0599975585938,1218.219970703125,2132596,3966278,,510481,154383
2025-10-14 18:30:00,,248.4199981689453,217.48500061035156,,711.52001953125,1215.8399658203125,248.75,217.73500061035156,,712.7399291992188,1220.5400390625,247.14439392089844,216.87339782714844,,710.4000244140625,1214.43994140625,247.49000549316406,217.57000732421875,,711.3900146484375,1220.010009765625,3822730,4374080,,531401,178803
2025-10-14 19:30:00,,247.85000610351562,216.44000244140625,,708.77001953125,1215.72998046875,248.84500122070312,217.52000427246094,,711.7769775390625,1216.1800537109375,246.72999572753906,215.3699951171875,,704.8599853515625,1210.010009765625,248.42999267578125,217.49000549316406,,711.6199951171875,1216.1650390625,4482259,5250080,,1297305,382074
2025-10-15 13:30:00,,250.85000610351562,216.1999969482422,,721.1749877929688,1214.1500244140625,251.82000732421875,217.7100067138672,,723.0499877929688,1218.0,248.63999938964844,215.91009521484375,,713.25,1206.0,249.3800048828125,216.6999969482422,,716.8599853515625,1213.010009765625,8163531,10791942,,2619944,417645
2025-10-15 14:30:00,,249.85989379882812,215.44000244140625,,719.27001953125,1216.81005859375,251.4691925048828,216.74000549316406,,723.9000244140625,1219.6199951171875,249.8000030517578,215.14999389648438,,717.5999755859375,1212.2900390625,250.8699951171875,216.22000122070312,,721.239990234375,1214.875,3430819,7726538,,1545413,235499
2025-10-15 15:30:00,,249.77499389648438,215.42010498046875,,717.6199951171875,1212.0,250.04969787597656,215.6999969482422,,719.9400024414062,1219.10498046875,248.72000122070312,214.14999389648438,,713.5750122070312,1212.0,249.82000732421875,215.4499969482422,,719.2999877929688,1216.8499755859375,2879510,5487150,,960983,217204
2025-10-15 16:30:00,,248.0904998779297,213.61500549316406,,712.3499755859375,1205.4212646484375,249.9499053955078,215.5399932861328,,718.3599853515625,1213.2099609375,247.47999572753906,212.66000366210938,,709.510009765625,1203.373046875,249.77999877929688,215.4600067138672,,717.4299926757812,1211.8599853515625,2290291,5527751,,754696,190657
2025-10-15 17:30:00,,249.64700317382812,214.8000030517578,,716.3699951171875,1203.9649658203125,249.8000030517578,215.0,,717.1400146484375,1210.3299560546875,248.0500030517578,213.47000122070312,,712.1199951171875,1203.2099609375,248.10499572753906,213.63499450683594,,712.5549926757812,1206.114990234375,1934212,3033134,,553669,146139
2025-10-15 18:30:00,,249.9199981689453,215.18099975585938,,716.6799926757812,1207.5679931640625,250.10000610351562,215.27499389648438,,718.6199951171875,1208.1318359375,249.47999572753906,214.58999633789062,,716.1099853515625,1203.5699462890625,249.64999389648438,214.7801055908203,,716.4199829101562,1203.5699462890625,2139459,3060567,,520203,142725
2025-10-15 19:30:00,,249.4600067138672,215.1750030517578,,715.9650268554688,1206.5799560546875,250.07000732421875,215.35000610351562,,717.0349731445312,1208.530029296875,249.08999633789062,214.80299377441406,,715.510009765625,1205.5999755859375,249.92999267578125,215.18499755859375,,716.6799926757812,1207.9599609375,565371,730475,,187891,35436
