Price,Adj Close,Close,Close,Close,Close,Close,High,High,High,High,High,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume
Ticker,GOOG,AAPL,AMZN,GOOG,META,NFLX,AAPL,AMZN,GOOG,META,NFLX,AAPL,AMZN,GOOG,META,NFLX,AAPL,AMZN,GOOG,META,NFLX,AAPL,AMZN,GOOG,META,NFLX
2025-10-09 13:30:00,,254.97999572753906,222.6999969482422,,719.6900024414062,1229.93994140625,257.3599853515625,224.06500244140625,,719.989990234375,1232.114990234375,254.8090057373047,221.8699951171875,,713.27001953125,1212.56005859375,257.3299865722656,224.00999450683594,,718.5399780273438,1213.1300048828125,8612385,10710625,,2955374,803095
2025-10-09 14:30:00,,254.89500427246094,223.10000610351562,,719.4031982421875,1227.199951171875,255.1199951171875,223.10000610351562,,719.8200073242188,1229.989990234375,254.57009887695312,221.85000610351562,,717.010009765625,1227.1600341796875,254.5800018310547,222.11000061035156,,717.5198974609375,1229.7449951171875,4441161,5438165,,1519280,329218
2025-10-09 15:30:00,,253.84500122070312,224.16299438476562,,727.5800170898438,1230.97998046875,254.61000061035156,224.3699951171875,,728.7979736328125,1231.969970703125,253.8260955810547,223.13999938964844,,723.1699829101562,1227.9000244140625,254.47000122070312,223.2949981689453,,723.5499877929688,1230.3800048828125,4409804,4286832,,1857658,184395
2025-10-09 16:30:00,,253.4575958251953,223.86000061035156,,726.1799926757812,1235.5799560546875,254.00999450683594,224.44000244140625,,727.385009765625,1235.5799560546875,253.2030029296875,223.56500244140625,,724.9000854492188,1230.6199951171875,253.8800048828125,224.2899932861328,,726.5750122070312,1230.6199951171875,2710789,2718786,,1148043,457057
2025-10-09 17:30:00,,253.55999755859375,226.27000427246094,,730.280029296875,1232.0008544921875,253.72999572753906,226.27000427246094,,730.4760131835938,1236.5,253.41009521484375,223.89999389648438,,727.4019775390625,1232.0001220703125,253.72999572753906,223.89999389648438,,727.6295166015625,1236.300048828125,2363786,5200414,,1144250,157293
2025-10-09 18:30:00,,253.89999389648438,227.0449981689453,,730.5701293945312,1236.2501220703125,254.08999633789062,227.0449981689453,,732.3499755859375,1237.125,253.41000366210938,226.07000732421875,,728.989990234375,1234.364990234375,253.44000244140625,226.13999938964844,,729.0997924804688,1234.364990234375,3949781,6205429,,1047876,245646
2025-10-09 19:30:00,,253.97999572753906,227.6199951171875,,733.1199951171875,1232.489990234375,254.27000427246094,228.10000610351562,,733.239990234375,1235.0,253.63999938964844,226.6118927001953,,731.8250122070312,1231.8399658203125,253.69000244140625,226.71499633789062,,731.8250122070312,1234.7650146484375,3200147,5519724,,1092659,291366
2025-10-10 13:30:00,,255.17999267578125,226.54879760742188,,732.4949951171875,1244.5999755859375,256.29290771484375,227.61000061035156,,733.2000122070312,1244.9300537109375,254.8800048828125,225.99000549316406,,727.7000122070312,1235.1639404296875,255.32000732421875,226.5500030517578,,731.4019775390625,1238.6300048828125,7963458,9540805,,2829601,690585
2025-10-10 14:30:00,,249.41000366210938,220.52000427246094,,714.7200927734375,1237.947509765625,255.3000030517578,227.3300018310547,,731.760009765625,1244.22998046875,248.9499969482422,219.49000549316406,,713.5999755859375,1236.9600830078125,255.1999969482422,226.52000427246094,,730.8699951171875,1242.550048828125,9992812,13065216,,2384293,693137
