Price,Close,Close,Close,Close,Close,High,High,High,High,High,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume
Ticker,AAPL,AMZN,GOOG,META,NFLX,AAPL,AMZN,GOOG,META,NFLX,AAPL,AMZN,GOOG,META,NFLX,AAPL,AMZN,GOOG,META,NFLX,AAPL,AMZN,GOOG,META,NFLX
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-03 15:30:00,266.6400146484375,255.4600067138672,282.94000244140625,649.875,1080.43994140625,268.2799987792969,256.8599853515625,283.8800048828125,652.5800170898438,1103.48095703125,266.5,254.99000549316406,281.80999755859375,646.0126953125,1079.3199462890625,267.6400146484375,255.33999633789062,283.0799865722656,648.5050048828125,1099.532470703125,3102546,8062082,1577709,2263349,785387
2025-11-03 16:30:00,267.5350036621094,256.01031494140625,282.8399963378906,650.1699829101562,1089.8499755859375,268.1499938964844,256.44000244140625,284.1000061035156,653.0,1089.989990234375,266.5223083496094,253.89999389648438,282.739990234375,649.27001953125,1075.1500244140625,266.659912109375,255.4550018310547,282.9700012207031,649.8499755859375,1079.9599609375,2821699,5726412,1006362,1443661,595383
2025-11-03 17:30:00,267.6780090332031,256.510009765625,282.7099914550781,644.1400146484375,1093.52001953125,268.0,257.1700134277344,283.67999267578125,650.9299926757812,1094.6700439453125,267.25,255.8135986328125,282.3450012207031,643.0,1088.6800537109375,267.5199890136719,256.0262145996094,282.75,650.1699829101562,1089.7049560546875,2034109,4362482,897827,2972799,310840
2025-11-03 18:30:00,267.30999755859375,255.06500244140625,283.29998779296875,644.4600219726562,1095.800048828125,268.6199951171875,256.5849914550781,283.875,646.0,1096.8399658203125,267.30999755859375,254.72000122070312,282.56500244140625,641.5599975585938,1092.508056640625,267.70989990234375,256.510009765625,282.7049865722656,644.0501098632812,1093.8099365234375,2075268,3903743,1014491,2232166,261430
2025-11-03 19:30:00,267.6199951171875,254.8699951171875,285.1099853515625,642.3699951171875,1099.25,267.7900085449219,256.0299987792969,285.94000244140625,646.280029296875,1099.699951171875,266.9100036621094,254.07000732421875,283.2900085449219,641.7700805664062,1092.6600341796875,267.32000732421875,255.06500244140625,283.29998779296875,644.4600219726562,1095.52001953125,2243434,4161677,1353842,1730255,238988
2025-11-03 20:30:00,269.05999755859375,254.05999755859375,284.25,637.719970703125,1099.5699462890625,269.1099853515625,255.27999877929688,285.1679992675781,642.760009765625,1100.300048828125,267.4599914550781,252.89999389648438,283.6499938964844,636.2100219726562,1096.074951171875,267.6300048828125,254.8699951171875,285.1400146484375,642.3699951171875,1099.239990234375,3383138,4190135,1168232,2642789,281103
2025-11-04 14:30:00,268.42999267578125,253.38999938964844,280.2699890136719,635.3557739257812,1098.31396484375,269.5899963378906,255.44000244140625,281.07501220703125,641.7399291992188,1104.599853515625,267.614990234375,249.6501007080078,276.875,626.469970703125,1089.219970703125,268.24249267578125,250.3800048828125,277.07000732421875,628.0399780273438,1099.2850341796875,9645778,10799520,3778209,5424088,626099
2025-11-04 15:30:00,270.6099853515625,252.44009399414062,279.3760986328125,631.97998046875,1092.5550537109375,271.0,253.56500244140625,281.8335876464844,638.7999877929688,1103.5,267.7099914550781,251.8800048828125,279.13739013671875,628.3900756835938,1091.699951171875,268.42999267578125,253.3699951171875,280.2204895019531,635.27001953125,1098.2099609375,3278354,4292114,1285824,2766300,300006
2025-11-04 16:30:00,270.010009765625,250.9550018310547,278.25,631.5449829101562,1095.0699462890625,271.4859924316406,252.53509521484375,279.54998779296875,633.4500122070312,1096.719970703125,268.9800109863281,250.3300018310547,277.5924987792969,630.3300170898438,1091.1099853515625,270.6400146484375,252.42999267578125,279.2300109863281,631.9920043945312,1092.3599853515625,3846826,2839567,1038904,1369778,226854
2025-11-04 17:30:00,270.6383972167969,249.8699951171875,277.45001220703125,629.4317016601562,1092.719970703125,270.92999267578125,251.25,278.4100036621094,631.7449951171875,1095.7740478515625,269.8900146484375,249.5,277.2699890136719,627.5999755859375,1090.762451171875,270.0050048828125,250.92999267578125,278.239990234375,631.5250244140625,1095.010009765625,2072453,2541109,932536,1455797,172470
2025-11-04 18:30:00,270.5104064941406,249.75,278.67999267578125,630.2100219726562,1090.7249755859375,270.82000732421875,250.3300018310547,279.1700134277344,632.7899780273438,1095.31005859375,269.8699951171875,249.3800048828125,277.3599853515625,629.3572998046875,1088.469970703125,270.6099853515625,249.85000610351562,277.4682922363281,629.4099731445312,1092.5400390625,2562532,2476098,964787,1311694,257143
2025-11-04 19:30:00,270.09051513671875,249.42999267578125,277.8599853515625,629.52001953125,1088.31005859375,270.6099853515625,249.80029296875,278.7099914550781,630.8671875,1091.699951171875,269.28271484375,248.86000061035156,277.3399963378906,627.22998046875,1086.6800537109375,270.5299987792969,249.75999450683594,278.6650085449219,630.2999877929688,1090.9100341796875,2594188,2720927,968618,1701854,290816
2025-11-04 20:30:00,270.2099914550781,249.42999267578125,278.05999755859375,627.52001953125,1093.1500244140625,270.4049987792969,250.0800018310547,278.32879638671875,630.3900146484375,1093.1600341796875,269.5,248.66000366210938,276.8689880371094,626.2800903320312,1087.3800048828125,270.1000061035156,249.42999267578125,277.8500061035156,629.469970703125,1088.31005859375,3522361,3662367,1520028,2071666,272686
2025-11-05 14:30:00,269.0101013183594,248.60000610351562,283.7087097167969,637.405029296875,1086.5450439453125,269.58990478515625,249.24000549316406,285.41180419921875,637.9500122070312,1088.3599853515625,266.92999267578125,246.16000366210938,277.8800048828125,626.5374755859375,1073.3701171875,268.5899963378906,248.80499267578125,279.3800048828125,632.260009765625,1084.93994140625,7995553,6485371,3637033,5471038,638609
2025-11-05 15:30:00,270.2900085449219,249.10000610351562,283.9800109863281,637.530029296875,1089.074951171875,270.3800048828125,249.17999267578125,284.82501220703125,639.2244873046875,1090.199951171875,268.760009765625,247.71099853515625,282.6600036621094,634.17041015625,1084.104248046875,268.989990234375,248.58999633789062,283.69500732421875,637.405029296875,1086.3900146484375,2169435,2756468,1199056,1720907,223480
2025-11-05 16:30:00,269.9700012207031,249.80999755859375,283.5299987792969,637.3350219726562,1097.364990234375,270.4700012207031,249.85000610351562,285.30499267578125,640.9500122070312,1100.8199462890625,269.5,248.67999267578125,283.32501220703125,636.4500122070312,1085.0999755859375,270.2799987792969,249.08999633789062,284.0,637.5444946289062,1089.1199951171875,1631841,2535880,1146936,1304419,402528
2025-11-05 17:30:00,270.1199951171875,249.97000122070312,283.864013671875,641.4099731445312,1092.6600341796875,270.7900085449219,251.0,283.9547119140625,642.030029296875,1099.6099853515625,269.92999267578125,249.4949951171875,283.1099853515625,637.1599731445312,1089.6500244140625,269.9700012207031,249.8000030517578,283.5799865722656,637.260009765625,1097.364990234375,1426592,2539301,816093,970573,215834
2025-11-05 18:30:00,270.42999267578125,249.12060546875,284.4200134277344,638.02001953125,1093.2015380859375,271.70001220703125,250.68499755859375,286.67999267578125,642.22998046875,1096.1800537109375,269.7699890136719,249.10000610351562,283.3294982910156,637.8300170898438,1092.0999755859375,270.1099853515625,249.9600067138672,283.885009765625,641.4202270507812,1092.5,2651761,1955108,1827084,965574,151367
2025-11-05 19:30:00,269.6000061035156,248.44000244140625,284.4100036621094,639.0850219726562,1093.9595947265625,271.5,249.52499389648438,284.81939697265625,640.5399780273438,1095.4698486328125,269.5299987792969,248.41000366210938,283.4599914550781,637.8400268554688,1091.3189697265625,270.4100036621094,249.11000061035156,284.3900146484375,638.0,1093.155029296875,2282746,2222542,1022565,767836,165530
2025-11-05 20:30:00,270.1099853515625,250.24000549316406,284.7799987792969,636.0,1098.4599609375,270.3999938964844,250.85000610351562,285.3900146484375,639.780029296875,1099.5,268.9949951171875,248.39089965820312,284.385009765625,636.0,1093.5,269.6099853515625,248.44000244140625,284.42999267578125,639.1500244140625,1093.8299560546875,3567904,3985436,1536190,1111441,286006
2025-11-06 14:30:00,272.82000732421875,247.1595001220703,285.2099914550781,625.0599975585938,1093.06396484375,272.82000732421875,250.3800048828125,288.80999755859375,635.8499755859375,1099.0050048828125,267.8900146484375,246.5800018310547,284.2699890136719,622.239990234375,1085.75,267.8900146484375,249.22000122070312,285.7349853515625,635.75,1095.1400146484375,7281266,7131629,4960015,4539909,640421
2025-11-06 15:30:00,272.1814880371094,243.66000366210938,284.1907043457031,622.1599731445312,1100.8299560546875,273.3999938964844,247.2899932861328,285.3399963378906,625.2100219726562,1103.2099609375,271.55010986328125,242.89999389648438,281.6199951171875,619.1799926757812,1092.4300537109375,272.8280029296875,247.1999969482422,285.2300109863281,625.2100219726562,1093.39501953125,9216632,4884480,4447637,2536887,370479
2025-11-06 16:30:00,271.42498779296875,243.94000244140625,285.4949951171875,624.3900146484375,1102.1800537109375,272.2200012207031,244.0749969482422,285.5342102050781,624.6298828125,1103.699951171875,270.3900146484375,242.1699981689453,283.42999267578125,618.7999877929688,1097.1500244140625,272.17999267578125,243.64999389648438,284.2596130371094,622.2564086914062,1100.8399658203125,3198033,8892922,1589151,1585014,266958
2025-11-06 17:30:00,271.3500061035156,244.11000061035156,285.94000244140625,623.4400024414062,1094.0999755859375,272.56500244140625,244.74000549316406,286.92999267578125,626.0,1103.0699462890625,270.9200134277344,243.3800048828125,284.94000244140625,622.1099853515625,1091.7349853515625,271.4200134277344,243.9600067138672,285.45001220703125,624.3400268554688,1102.0799560546875,2621839,2169963,1137746,1306807,186616
2025-11-06 18:30:00,271.64129638671875,244.08999633789062,285.989990234375,622.5549926757812,1091.22216796875,271.7200012207031,244.76499938964844,286.2699890136719,623.969970703125,1094.530029296875,271.0203857421875,243.94009399414062,285.6099853515625,621.7537231445312,1091.22216796875,271.3699951171875,244.10000610351562,285.92999267578125,623.4099731445312,1094.1700439453125,539885,642017,313355,400733,49385
